NAME	ALTERNATIVENAMES	SHORTDESCRIPTION	DATEOFBIRTH	PLACEOFBIRTH	DATEOFDEATH	PLACEOFDEATH	LATITUDE	LONGITUDE
Nakamura, Chie	 	Japanese voice actor	May 14,	Tokyo, Japan	 		35.65861	139.74541
Nalan, Xingde	 	Poet	1655-01-19	Beijing, China	1685-07-01	Beijing, China	24.1413	107.476
Naoe Kanetsugu	 	Japanese samurai	1559	Sakato Castle, Echigo Province	January 23, 1620		42.5	1.48333
Napier, John	 	Scottish mathematician, physicist, astronomer and 8th Laird of Merchistoun	1550	Merchiston Castle, Edinburgh, Scotland	4 April 1617	Edinburgh	-27.05945	24.71266
Nara Bhupal Shah	 	King of the Gorkha state in Nepal	1697	Gurkha	1743	Gurkha	-77.66667	163.26667
Narathihapate	 	King of Burma	1238-04-23	Bagan|Pagan	1287-12-00	Prome	21.17264	94.86154
Narváez, Pánfilo de	 	16th-century Spanish explorer and soldier	1478	Castile	1528	Florida	35.8975	14.51639
Nasi, Joseph	 	Ottoman Jew	1524	Kingdom of Portugal	1579	Constantinople, Ottoman Empire	42.5	1.48333
Nassau, Henry de, Lord Overkirk	 	Dutch army commander	1640	The Hague, Netherlands	1708	Roselaere, Belgium	52.08019	4.32535
Natsuka Masaie	 	Daimyō	1562	Owari Province	November 8, 1600		42.5	1.48333
Nattier, Jean-Marc	 	French painter	March 17, 1685	Paris, Ancien Régime in France|Kingdom of France	November 7, 1766	Paris, Kingdom of France	48.86694	2.78207
Nayak, Chokkanatha	 	King of Madurai	1662	Madurai	1682	Madurai, present dayTamil Nadu, India	9.83451	78.09338
Neander, Joachim	Neumann, Joachim	German reformed Calvinist, teacher, theologian, hymn writer	1650	Bremen (city)|Bremen	31 May 1680	Bremen	47.71653	-99.36159
Negru, Radu	 	Prince of Wallachia	1269-02-13	Fagaras	 		42.5	1.58333
Neri, Philip	 	Italian Roman Catholic saint	22 July 1515	Florence	25 May 1595		-21.87344	30.89136
Nero	Nero Claudius Caesar Augustus Germanicus; Lucius Domitius Ahenobarbus; Nero Claudius Drusus Germanicus	Fifth and last Roman Emperor of the Julio-Claudian dynasty; reigned 13 October 54 – 9 June 68	15 December 37	Anzio, Italy	9 June 68	Rome, Italy	41.48531	12.61789
Nerses IV the Gracious 	 	Armenian bishop and writer	1098	Near present day Aintab, Turkey.	August 13, 1173		51.3175	3.58194
Neuburg, Eleonor Magdalene Of	 	Holy Roman Empress	6 January 1655	Düsseldorf	19 January 1720	Hofburg Palace, Vienna	51.2305	6.77365
Neuburg, Maria Sophia of the	Palatinate, Maria Sofia of the	Queen consort of Portugal	6 August 1666	Germany	4 August 1699	Lisbon	-29.80183	30.88396
Neumann, Johann Balthasar	 	German architect	1687-01-27	Cheb|Eger, Karlovy Vary Region|Karlsbad, Kingdom of Bohemia, Holy Roman Empire	1753-08-19	Würzburg, Lower Franconia, Holy Roman Empire &lt;!-- Germany did not exist in 1753 --&gt;	50.07963	12.37392
Nevil, Alex	 	American actor	January 25	Los Angeles, California	 		34.07062	-118.44455
Neville, Richard	Warwick the Kingmaker	jure uxoris 16th Earl of Warwick and suo jure 6th Earl of Salisbury	22 November 1428	Bisham, Berkshire	14 April 1471	Barnet, England	42.2075	-73.3464
Newcastle, William Cavendish, 1st Duke of	 	English polymath and aristocrat	6 December 1592	Handsworth, South Yorkshire|Handsworth, Yorkshire, Kingdom of England|England	25 December 1676	Welbeck, Nottinghamshire, Kingdom of England|England	-17.03333	30.86667
Newdigate, Sebastian	 	Carthusian monk and martyr	7 September 1500	Harefield, Middlesex	19 June 1535	London, England	-34.9652	147.5179
Newman, Francis	 	Early settler and governor of the New Haven Colony	1605	England	November 18, 1660	New Haven Colony, Connecticut	38	-61
Nicholas 1	 	Pope	820	Rome, Italy	13 November 0867	Rome	41.89474	12.4839
Nicholas IV, Pope	Masci, Girolamo	Pope	September 30, 1227	Lisciano, Ascoli Piceno	April 4, 1292	Rome, Papal States	43.24684	12.14305
Nicholas Of Flue	 	Swiss hermit and mystic	21 March 1417	Unterwalden, Switzerland	21 March 1487	Sachseln, Switzerland	39.82569	-80.89705
Nicholas of Cusa	Krebs, Nikolaus; Cusanus, Nicolaus; Nicholas of Kues	Holy Roman Empire|German cardinal (Catholicism)|cardinal of the Roman Catholic Church, a Philosophy|philosopher, jurist, Mathematics|mathematician, and an Astronomy|astronomer	1401	Bernkastel-Kues|Kues	August 11, 1464	Todi	49.9167	7.06667
Nicholson, Francis	 	British Army general, colonial administrator	12 November 1655	Downholme, Yorkshire	16 March 1727	London	-18.3125	32.11264
Nicolls, Richard	 	First proprietary governor of the province of New York	1624	Ampthill, Bedfordshire, England	28 May 1672	North Sea, off Suffolk	52	-0.5
Noailles, Anne Jules de	Anne-Jules de Noailles (French)	Second Duke of Noailles	5 February 1650	Paris	2 October 1708	Palace of Versailles|Versailles	48.86694	2.78207
Nonnatus, Raymond	 	Mercedarian friar and saint	1204	La Portella, Comarques of Catalonia|Comarca of Segrià, Catalonia, Kingdom of Aragon	August 31, 1240	Cardona, Spain|Cardona, Province of Barcelona, Catalonia, Kingdom of Aragon	42.5	1.58333
Noort, Olivier van	 	Dutch privateer	1558	Utrecht (city)|Utrecht, Netherlands	22 February 1627		-27.66667	30.31667
Northumberland, Henry Algernon Percy, 5th Earl of	 	English noble	13 January 1477	Alnwick Castle|Alnwick, Northumberland, Kingdom of England|England	19 May 1527		55.4157	-1.70602
Northumberland, Henry Percy, 1st Earl of	 	English noble	10 November 1341	Alnwick Castle|Alnwick, Northumberland, Kingdom of England|England	20 February 1408	Battle of Bramham Moor|Bramham Moor, Yorkshire, Kingdom of England|England	55.4157	-1.70602
Northumberland, Henry Percy, 2nd Earl of	 	English noble	3 February 1393	Alnwick Castle, Northumberland	22 May 1455	St Albans	-34.80383	20.06438
Northumberland, Henry Percy, 3rd Earl of	 	English noble	25 July 1421	Leconfield, Yorkshire, Kingdom of England|England	29 March 1461	Battle of Towton|Towton, Yorkshire, Kingdom of England|England	-16.8538	29.87779
Northumberland, Henry Percy, 8th Earl Of	 	English politician and Earl	1532	Newburn, Kingdom of England	21 June 1585		42.5	1.58333
Northumberland, Henry Percy, 9th Earl Of	 	English aristocrat	27 April 1564	Tynemouth Castle, England	5 November 1632	Petworth House, England	38	-61
Nostredame, Michel de	Nostradamus	French apothecary and reputed seer	14 December or 21 December 1503	Saint-Rémy-de-Provence, France	2 July 1566	Salon-de-Provence, France	43.78848	4.83167
Nottingham, Daniel Finch, 2nd Earl of	 	English politician and noble	2 July 1647	London, Kingdom of England	1 January 1730	Burley on the Hill Kingdom of Great Britain	51.53223	-0.04905
Novais, Paulo Dias de	 	Portuguese explorer and colonial administrator	1510	Kingdom of Portugal	9 May 1589	Massangano, Portuguese Angola	42.5	1.48333
Novara, Domenico Maria De Ferrara	 	Italian scientist	1454	Ferrara	1504	Bologna	27.33431	-100.15656
Noyelle, Charles de	 	Jesuit Superior General	28 July 1615	Brussels	12 December 1686	Rome	50.8348	4.33653
Nunes, Pedro	 	Mathematician	1502	Alcácer do Sal, Kingdom of Portugal	11 August 1578	Coimbra, Kingdom of Portugal	38.37326	-8.51444
Nunez De La Pena, Juan	 	Spanish historian	1641	San Cristóbal de La Laguna	January 3, 1721		42.5	1.58333
Nunez Vela, Blasco	 	First viceroy of Peru	1490-00-00	Ávila, Spain|Ávila, Spain	January 18, 1546	Añaquito, near present day Quito, Ecuador	10.54275	-66.874
Nuyts, Pieter	Nuijts, Pieter	3rd Governor of Formosa	1598	Middelburg, Zeeland, Dutch Republic	11 December 1655	?	-25.77507	29.46482
Nyssa, Gregory Of	 	Bishop of Nyssa	335	Caesarea Mazaca|Caesarea, Cappadocia	395	Nevşehir|Nyssa, Cappadocia	42.5	1.56667
O'Sullivan, Jerry	 	Irish-American contemporary musician	June 19th	New York	 		40.75333	-73.98278
Oberman, Tracy-Ann	 	British actor	25 August	London Borough of Brent|Brent, London, England	 		51.55551	-0.30281
Obrecht, Jacob	 	Flemish composer	1457/1458	Ghent	late July 1505	Ferrara	54.15	-2.2
Obrien, Brenna	 	actress	March 9	Brampton, Ontario, Canada	 		49.25014	-84.49983
Obyrne, Fiach Mchugh	 	Irish chieftain	1534	Ballinacor	8 May 1597	Farranerin, County Wicklow	42.5	1.58333
Octavia, Claudia	 	Empress of Rome	late AD 39 or early AD 40	Rome	8 June AD 62	Ventotene|Pandateria	41.89474	12.4839
October 2012Edward III of England	 	King of England	13 November 1312	Windsor, Berkshire, England	21 June 1377	Sheen, London, England	51.48333	-0.6
Oda Hidenobu	織田 秀信 (Japanese)	Samurai	1580	Mino Province	July 24, 1605	Mino Province	42.5	1.48333
Oda Nagamasu	 	Daimyo	1548	Owari Province, Japan	January 24, 1622	Kyoto, Yamashiro Province, Japan	41.5	135
Oda Nobuhide	 	Daimyo	1510	Owari Province	April 8, 1551	Owari Province	42.5	1.48333
Oda Nobunaga	 	Daimyo	June 23, 1534	Nagoya Castle, Owari Province	June 21, 1582	Honnō-ji, Kyoto, Kyoto|Kyoto	42.5	1.58333
Oda Nobuyuki	 	Japanese samurai	1536	Owari province	1557	Mino province	42.5	1.48333
Odo Of Cluny	 	Abbot of Cluny	878	Le Mans, France	942		48	0.2
Odrowąż, Stanisław	 	Polish noble	1509	Morraco	1545		42.5	1.48333
Odrowaz, Zofia	 	Polish noble	1537	Jarosław	1580	Jarosław	51.06966	16.52824
Oecolampadius, Johannes	 	Germany|German religious reformer	1482	Weinsberg	24 November 1531		48.41667	15
Ogilvie, John	 	Scottish saint	1579	Keith, Scotland|Keith, Banffshire, Scotland	10 March 1615	Glasgow Cross, Scotland	37.81667	10.93333
Oglethorpe, Owen	 	Academic and bishop	1505–1510	Tadcaster, Yorkshire, England	1559	England	53.88322	-1.26344
Ogyū Sorai	Sorai, Ogyū; 荻生 徂徠	Japanese philosopher	March 21, 1666	Edo, Japan	February 28, 1728	Edo, Japan	7.34506	6.11489
Ohkami, Mineko	 	Japanese manga artist	August 2	Kotou, Nagasaki, Japan	 		36.10716	137.8948
Ojeda, Alonso de	 	Spanish navigator, governor and conquistador	1468	Cuenca, Spain|Cuenca, Spain	1515	Santo Domingo, Dominican Republic	-17.53333	-64.03333
Okey, John	 	English politician	1606	London, England	19 April 1662		51.53223	-0.04905
Oku	 	Japanese princess	February 12, 661	Ōku, Japan	January 29, 702		36.25	133.36667
Olaf II of Norway	the Stout	King of Norway	995	Norway	29 July 1030	Norway	20.61667	107.16667
Oldenbarnevelt, Johan van	 	Grand Pensionary of Holland	14 September 1547	Amersfoort, Netherlands	13 May 1619	The Hague, Netherlands	-26.98333	28.85
Oldfield, Anne	 	British actor	1 January 1683	London, England	23 October 1730	Grosvenor Street, London, England	51.53223	-0.04905
Olier, Jean-Jacques	 	French Catholic priest and founder	20 September 1608	Paris, Kingdom of France	2 April 1657	Paris, Kingdom of France	48.86694	2.78207
Oliver, Peter	 	British artist	1594	Edheart	1648		42.5	1.48333
Olivier, Suzannah	Suzannah Endfield	 	1.10.57	London	 		51.53223	-0.04905
Onez De Loyola, Martin Garcia	 	Royal Governor of Chile	1549	Azpeitia, Guipuscoa, Spain	December 24, 1598	Curalava, Chile	43.18246	-2.26693
Onslow, Richard Onslow, 1st Baron	 	English politician	23 June 1654	Surrey, England	5 December 1717	Kingdom of Great Britain|Great Britain	-17.94531	31.59856
Oosterwijck, Maria van	Oosterwyck, Maria van	Dutch Golden Age painter	20 or 27 August 1630	Nootdorp, South Holland	December or 12 November 1693	Uitdam, North Holland	52.02615	4.41944
Opaliński, Łukasz	 	Polish nobleman	1612	Sieraków	June 15, 1666	Rytwiany	50.8029	18.57548
Opalinski, Krzysztof	 	Polish noble	21 January 1611	Sieraków, Poland	6 December 1655	Włoszakowice, Poland	50.8029	18.57548
Oppenheimer, Joseph Suess	 	German Jewish banker, Court Jew in Württemberg	1698	Heidelberg, Electoral Palatinate, Holy Roman Empire	February 4, 1738	Stuttgart, Duchy of Württemberg, Holy Roman Empire	-26.50476	28.35921
Oppenordt, Gilles-Marie	Oppenord, Gilles-Marie	French architect	27 July 1672	Paris	13 March 1742	Paris	48.86694	2.78207
Orbeliani, Sulkhan-Saba	 	Prince, writer, monk and author	November 4, 1658	Tandzia, Georgia (country)|Georgia	January 2, 1725	Moscow	42.56667	1.48333
Orkney, George Hamilton, 1st Earl of	 	British Army general	9 February 1666	Hamilton Palace, South Lanarkshire, Scotland	29 January 1737	London, England	55.58333	-3.83333
Ormonde, James Butler, 2nd Duke of	 	British Army general	29 April 1665	Dublin, Leinster&lt;br/&gt;Kingdom of Ireland|Ireland	16 September 1745	Avignon|Papal Enclave of Avignon	53.34754	-6.2103
Orseolo, Pietro I	 	Doge of Venice, Monk, Hermit	928	Unknown	987	Unknown	25.85106	88.24131
Ortelius, Abraham	 	Flemish cartographer	April 14, 1527	Antwerp	June 28, 1598		42.2009	-85.82171
Ortiz, Diego	 	Spanish composer and musicologist	1510	Toledo, Spain|Toledo	1570	Naples	-34.74222	-56.09833
Osório, Jerónimo	 	Portuguese historian	1506	Lisbon	August 20, 1580	Tavira Municipality|Tavira	38.76529	-9.09518
Ossoliński, Franciszek Maksymilian	 	Polish noble and politician	April 2, 1676	 ''unknown''	July 1, 1756	Jarville-la-Malgrange, Lorraine	42.5	1.48333
Ossolinska, Helena Tekla	 	Polish noble	1635	Kielce, Poland	1687	Skalbmierz, Poland	50.87033	20.62752
Ossolinski, Jerzy	 	Polish noble	1595	Sandomierz, Poland	1650-08-09	Warsaw, Poland	50.68265	21.74898
Ossolinski, Krzysztof	 	Polish noble	1587	Bukowsko, Poland	1645-02-24	Krakow, Poland	15.30914	44.1889
Ostrogski, Konstanty Wasyl	 	Polish noble	2 February 1526	Ostroh, Ukraine	13 February 1608	Ostroh, Ukraine	50.32942	26.51425
Oswald of Northumbria	 	King of Northumbria	604	Deira, Northumbria	5 August 641		11.6069	30.4439
Oswald von Wolkenstein	 	poet composer and diplomat	1376 or 1377	presumably in Castle Schöneck, Kiens	2 August 1445	Merano	46.80463	11.84178
Otho	 	Roman emperor	32 AD	Ferentino|Ferentium	69 AD	Rome	41.69532	13.2564
Otto Henry, Elector Palatine	Ottheinrich von der Pfalz (German)	Count Palatine of Neuburg (1505-1559) and Elector Palatine (1556-1559)	10 April 1502	Amberg	12 February 1559	Heidelberg	49.76667	5.86667
Otto I of Wittelsbach, Duke of Bavaria	Otto I the Redhead (nickname); Otto I. der Rotkopf (German nickname)	First Duke of Bavaria of the House of Wittelsbach (1180-1183)	1117	Kelheim	11 July 1183	Pfullendorf	48.90897	11.87587
Otto II, Holy Roman Emperor	Otto the Red	Holy Roman Emperor and third ruler of the Saxony|Saxon or Ottonian dynasty	955	Saxony, Germany	December 7, 983	Rome	17.95	-77.35
Ottokar II of Bohemia	Přemysl Otakar II. (Czech)	King of Bohemia (1253-1278)	1233	Bohemia, Czech Republic	26 August 1278	Dürnkrut, Austria	41.4135	-96.85072
Overall, John	 	Bishop of Norwich	1559	Hadleigh, Suffolk, England	1619	Norwich, England	-29.58882	150.45325
Overton, Constantine	Overton, Constant	Quaker activist, shoemaker by trade and Freeman of Shrewsbury in Shropshire	1626/1627	probably Shrewsbury, Shropshire	after May 1690	probably Shrewsbury	-41.15	146.16
Ovid	 	Roman poet	March 20, 43 BC	Sulmo	17 AD	Tomis	42.5	1.58333
Owen, John	 	Clergyman, theologian, and academic administrator	1616	Oxfordshire, England	24 August 1683	England	51.83333	-1.25
Oxenbridge, John	 	English nonconformist clergyman	30 January 1608	Daventry, Northamptonshire	28 December 1674	Boston	52.25688	-1.16066
Oxenstierna, Axel	 	Swedish statesman	1583-06-16	Enköping Municipality|Fånö, Uppland, Sweden	1654-08-28	Stockholm, Sweden	59.58333	17.38333
Oxenstierna, Gabriel	 	Swedish statesman	1587-06-15	Tyresö, Sweden or Reval (modern Tallinn, Estonia)	1640-11-27	Von der Linderska Palatset, Stockholm, Sweden	59.23333	18.3
Oxenstierna, Johan	 	Swedish statesman	June 24, 1611	Stockholm	December 5, 1657		59.652	17.93132
Oxford And Mortimer, Robert Harley, 1st Earl Of	 	English politician	5 December 1661	Covent Garden, County of London|London&lt;br/&gt;Kingdom of England	21 May 1724	Westminster, County of London|London&lt;br/&gt;Kingdom of Great Britain	51.51424	-0.12471
Oxford, Edward De Vere, 17th Earl Of	 	English noble and poet	12 April 1550	Castle Hedingham in Essex	24 June 1604	Upper_Clapton#Brooke_House|Brooke House in London Borough of Hackney|Hackney	42.5	1.48333
Oxford, John De Vere, 12th Earl of	 	English noble	23 April 1408	Castle Hedingham	26 February 1462	Tower Hill, London	42.5	1.58333
Oyakhilome, Chris	Pastor Chris	Global Christian Evangelist	7 December	Edo State, Nigeria	 		5.2761	8.2906
Pérez de Montalbán, Juan	 	Spain|Spanish Catholic priest, dramatist, poet and novelist	1602	Madrid	25 June 1638		40.46179	-3.56718
Pacelli, Asprilio	Pecelli, Asprilio	Italy|Italian Baroque#Music|Baroque composer	1570	Vasciano, Stroncone, Italy|Stroncone, Province of Terni, Umbria, Italy	4 May 1623	Warsaw, Poland	42.50233	12.65997
Pachelbel, Johann	 	German organist and composer	September 1, 1653	?	March 9, 1706	?	42.5	1.58333
Paget, William Paget, 1st Baron	 	English statesman	1506	Wednesday, Staffordshire	9 June 1563		-30.7318	152.2012
Palamas, Gregory	 	Monk and archbishop	1296	Constantinople	November 14, 1359	Thessaloniki	42.5	1.58333
Palestrina, Giovanni Da	 	Italian composer	1524	Palestrina	2 February 1594	Rome	41.83552	12.88899
Palladio, Andrea	 	Italian architect	30 November 1508	Padova, Republic of Venice	19 August 1580	Maser, Italy|Maser, near Treviso	45.41738	11.88025
Panicale, Masolino Da	 	Italian painter	1383	Panicale, Italy	1447		43.02954	12.09935
Panini, Giovanni Paolo	 	Italian painter	17 June 1691	Rome	21 October 1765		41.89474	12.4839
Pantoja De La Cruz, Juan	 	Spanish artist	1553	Valladolid	26 October 1608	Madrid, Spain	10.0997	123.6815
Paracelsus	von Hohenheim, Philippus Theophrastus Aureolus Bombastus	physician, occultist	11 November or 17 December 1493	Einsiedeln, Switzerland	24 September 1541	Salzburg	47.10792	8.7601
Parakramabahu 01	 	Sri Lankan King	1123	Punkhagama	1186	Polonnaruwa	42.5	1.48333
Pargali Ibrahim Pasha	 	Ottoman Grand Vizier	1493	Parga, Ottoman Empire	1536	Istanbul|Constantinople, Ottoman Empire	39.26106	20.53083
Pari, Claudio	 	Sicilian composer	1574	Salines (Salins-les-Bains), Burgundy (region)|Burgundy	after 1619		42.56667	1.48333
Parker, Matthew	 	Archbishop of Canterbury	6 August 1504	Norwich	17 May 1575	Lambeth	48.23997	-100.95009
Parker, Samuel	 	Bishop and academic administrator	1640	Northampton, England	21 March 1688	Magdalen College, Oxford, England	25.33333	-172.06667
Parr, Catherine	 	Queen Consort of Henry VIII of England|Henry VIII	1512	London, England	7 September 1548	Gloucestershire, England	51.53223	-0.04905
Parris, Samuel	 	Colonial merchant and clergyman	1653	London, England	February 27, 1720	Sudbury, Massachusetts 	51.53223	-0.04905
Pascal, Blaise	 	French mathematician, physicist, philosopher	yes|1623|6|19Pascal, Blaise	 	French mathematician, physicist, philosopher	yes|1623|6|19Ammannati, Bartolomeo	 	Architect and sculptor
Pasek, Jan Chryzostom	 	Polish noble	1636	Węgrzynowice	1701-08-01	Niedzieliszki	51.7061	19.9716
Pasquini, Bernardo	 	Italian Baroque composer	7 December 1637	Massa in Val di Nievole, Tuscany, Italy	22 November 1710	Rome, Italy	42.56667	1.48333
Passerotti, Bartolomeo	 	Italian painter	1529	Bologna	1592		44.50657	11.35041
Passignano, Domenico	 	Italian painter	1559	Passignano	1636		43.19414	12.12925
